Iteration #, Length, p, Path (x1,y1,x2,y2,...,x1,y1), iseed: 971841
       1     27.911973  50000.000000  .605204,.661788,.671395,.137845,.768050,.618682,.182405,.678834,.168704,.409394,.692282,.184810,.096397,.137256,.862700,.395572,.373633,.643167,.707880,.342729,.238306,.202282,.751906,.289823,.060350,.297260,.054910,.866343,.631026,.649436,.074141,.085282,.334516,.214015,.946609,.655134,.834598,.082029,.660056,.565230,.813732,.397676,.740510,.752443,.311350,.852582,.352602,.189829,.455813,.855739,.401948,.543057,.165958,.247903,.510256,.873439,.888286,.417552,.789899,.840215,.500600,.582262,.069042,.389278,.592574,.397842,.529593,.874004,.380020,.000096,.612999,.675061,.745694,.874889,.262096,.050384,.801313,.660417,.630650,.336468,.011167,.675450,.295903,.242835,.336059,.150446,.545760,.580782,.198789,.051468,.024364,.482472,.908140,.100690,.303800,.967203,.780055,.390292,.635448,.979134,.605204,.661788,
    1000     22.439860      2.180387  .336059,.150446,.262096,.050384,.303800,.967203,.352602,.189829,.295903,.242835,.334516,.214015,.074141,.085282,.165958,.247903,.054910,.866343,.834598,.082029,.500600,.582262,.529593,.874004,.311350,.852582,.707880,.342729,.888286,.417552,.745694,.874889,.780055,.390292,.946609,.655134,.660056,.565230,.671395,.137845,.455813,.855739,.801313,.660417,.510256,.873439,.692282,.184810,.908140,.100690,.024364,.482472,.740510,.752443,.635448,.979134,.373633,.643167,.011167,.675450,.182405,.678834,.238306,.202282,.380020,.000096,.768050,.618682,.631026,.649436,.789899,.840215,.592574,.397842,.060350,.297260,.198789,.051468,.630650,.336468,.069042,.389278,.862700,.395572,.612999,.675061,.751906,.289823,.096397,.137256,.401948,.543057,.545760,.580782,.605204,.661788,.168704,.409394,.813732,.397676,.336059,.150446,
    2000     12.241957      0.091336  .510256,.873439,.455813,.855739,.631026,.649436,.605204,.661788,.813732,.397676,.671395,.137845,.262096,.050384,.198789,.051468,.165958,.247903,.069042,.389278,.024364,.482472,.060350,.297260,.168704,.409394,.401948,.543057,.692282,.184810,.888286,.417552,.862700,.395572,.780055,.390292,.592574,.397842,.545760,.580782,.660056,.565230,.630650,.336468,.789899,.840215,.768050,.618682,.745694,.874889,.946609,.655134,.801313,.660417,.740510,.752443,.373633,.643167,.311350,.852582,.529593,.874004,.011167,.675450,.054910,.866343,.295903,.242835,.334516,.214015,.238306,.202282,.096397,.137256,.074141,.085282,.380020,.000096,.352602,.189829,.336059,.150446,.303800,.967203,.182405,.678834,.707880,.342729,.751906,.289823,.834598,.082029,.908140,.100690,.500600,.582262,.612999,.675061,.635448,.979134,.510256,.873439,
    3000     12.013973      0.090426  .510256,.873439,.529593,.874004,.768050,.618682,.692282,.184810,.751906,.289823,.671395,.137845,.380020,.000096,.238306,.202282,.165958,.247903,.074141,.085282,.069042,.389278,.060350,.297260,.168704,.409394,.592574,.397842,.630650,.336468,.813732,.397676,.888286,.417552,.295903,.242835,.096397,.137256,.198789,.051468,.336059,.150446,.660056,.565230,.780055,.390292,.946609,.655134,.801313,.660417,.631026,.649436,.740510,.752443,.745694,.874889,.612999,.675061,.605204,.661788,.373633,.643167,.011167,.675450,.054910,.866343,.182405,.678834,.024364,.482472,.262096,.050384,.334516,.214015,.352602,.189829,.311350,.852582,.303800,.967203,.545760,.580782,.401948,.543057,.500600,.582262,.707880,.342729,.908140,.100690,.834598,.082029,.862700,.395572,.635448,.979134,.789899,.840215,.455813,.855739,.510256,.873439,
    4000     11.851439      0.089525  .510256,.873439,.529593,.874004,.745694,.874889,.862700,.395572,.630650,.336468,.834598,.082029,.908140,.100690,.352602,.189829,.165958,.247903,.168704,.409394,.024364,.482472,.060350,.297260,.096397,.137256,.238306,.202282,.707880,.342729,.671395,.137845,.336059,.150446,.074141,.085282,.069042,.389278,.295903,.242835,.380020,.000096,.692282,.184810,.768050,.618682,.946609,.655134,.801313,.660417,.605204,.661788,.500600,.582262,.612999,.675061,.789899,.840215,.635448,.979134,.303800,.967203,.054910,.866343,.182405,.678834,.011167,.675450,.198789,.051468,.262096,.050384,.334516,.214015,.592574,.397842,.401948,.543057,.660056,.565230,.631026,.649436,.545760,.580782,.751906,.289823,.813732,.397676,.780055,.390292,.888286,.417552,.740510,.752443,.373633,.643167,.311350,.852582,.455813,.855739,.510256,.873439,
    5000     10.827219      0.088633  .311350,.852582,.612999,.675061,.500600,.582262,.545760,.580782,.751906,.289823,.630650,.336468,.592574,.397842,.380020,.000096,.262096,.050384,.024364,.482472,.069042,.389278,.060350,.297260,.165958,.247903,.334516,.214015,.096397,.137256,.198789,.051468,.074141,.085282,.352602,.189829,.336059,.150446,.295903,.242835,.238306,.202282,.888286,.417552,.780055,.390292,.946609,.655134,.510256,.873439,.635448,.979134,.801313,.660417,.789899,.840215,.740510,.752443,.455813,.855739,.303800,.967203,.054910,.866343,.011167,.675450,.182405,.678834,.168704,.409394,.401948,.543057,.631026,.649436,.605204,.661788,.768050,.618682,.660056,.565230,.862700,.395572,.813732,.397676,.707880,.342729,.908140,.100690,.834598,.082029,.692282,.184810,.671395,.137845,.373633,.643167,.745694,.874889,.529593,.874004,.311350,.852582,
    6000      9.535338      0.087750  .529593,.874004,.500600,.582262,.401948,.543057,.545760,.580782,.660056,.565230,.630650,.336468,.352602,.189829,.262096,.050384,.295903,.242835,.069042,.389278,.060350,.297260,.024364,.482472,.165958,.247903,.096397,.137256,.198789,.051468,.074141,.085282,.238306,.202282,.334516,.214015,.336059,.150446,.380020,.000096,.751906,.289823,.888286,.417552,.862700,.395572,.801313,.660417,.768050,.618682,.946609,.655134,.745694,.874889,.740510,.752443,.612999,.675061,.303800,.967203,.311350,.852582,.054910,.866343,.011167,.675450,.182405,.678834,.168704,.409394,.373633,.643167,.455813,.855739,.510256,.873439,.635448,.979134,.789899,.840215,.707880,.342729,.813732,.397676,.780055,.390292,.908140,.100690,.834598,.082029,.692282,.184810,.671395,.137845,.592574,.397842,.631026,.649436,.605204,.661788,.529593,.874004,
    7000      9.482525      0.086876  .631026,.649436,.612999,.675061,.455813,.855739,.373633,.643167,.630650,.336468,.671395,.137845,.074141,.085282,.096397,.137256,.165958,.247903,.060350,.297260,.069042,.389278,.024364,.482472,.198789,.051468,.238306,.202282,.295903,.242835,.262096,.050384,.336059,.150446,.334516,.214015,.352602,.189829,.380020,.000096,.692282,.184810,.592574,.397842,.545760,.580782,.768050,.618682,.660056,.565230,.789899,.840215,.510256,.873439,.529593,.874004,.635448,.979134,.303800,.967203,.311350,.852582,.054910,.866343,.182405,.678834,.011167,.675450,.168704,.409394,.401948,.543057,.500600,.582262,.740510,.752443,.745694,.874889,.801313,.660417,.946609,.655134,.888286,.417552,.862700,.395572,.751906,.289823,.908140,.100690,.834598,.082029,.707880,.342729,.780055,.390292,.813732,.397676,.605204,.661788,.631026,.649436,
    8000     10.113542      0.086010  .631026,.649436,.605204,.661788,.612999,.675061,.545760,.580782,.373633,.643167,.198789,.051468,.262096,.050384,.074141,.085282,.334516,.214015,.165958,.247903,.168704,.409394,.069042,.389278,.060350,.297260,.096397,.137256,.380020,.000096,.238306,.202282,.295903,.242835,.352602,.189829,.336059,.150446,.671395,.137845,.692282,.184810,.630650,.336468,.592574,.397842,.813732,.397676,.660056,.565230,.529593,.874004,.635448,.979134,.303800,.967203,.054910,.866343,.510256,.873439,.455813,.855739,.182405,.678834,.500600,.582262,.401948,.543057,.024364,.482472,.011167,.675450,.311350,.852582,.789899,.840215,.946609,.655134,.801313,.660417,.768050,.618682,.888286,.417552,.862700,.395572,.707880,.342729,.834598,.082029,.908140,.100690,.751906,.289823,.780055,.390292,.740510,.752443,.745694,.874889,.631026,.649436,
    9000      8.589115      0.085153  .660056,.565230,.605204,.661788,.612999,.675061,.545760,.580782,.500600,.582262,.295903,.242835,.334516,.214015,.352602,.189829,.238306,.202282,.165958,.247903,.024364,.482472,.069042,.389278,.060350,.297260,.096397,.137256,.074141,.085282,.198789,.051468,.336059,.150446,.262096,.050384,.380020,.000096,.671395,.137845,.692282,.184810,.592574,.397842,.631026,.649436,.745694,.874889,.740510,.752443,.789899,.840215,.635448,.979134,.303800,.967203,.311350,.852582,.373633,.643167,.510256,.873439,.529593,.874004,.455813,.855739,.401948,.543057,.168704,.409394,.011167,.675450,.054910,.866343,.182405,.678834,.801313,.660417,.768050,.618682,.946609,.655134,.888286,.417552,.862700,.395572,.751906,.289823,.834598,.082029,.908140,.100690,.630650,.336468,.813732,.397676,.780055,.390292,.707880,.342729,.660056,.565230,
