Iteration #, Length, p, Path (x1,y1,x2,y2,...,x1,y1), iseed: 971780
       1     27.911973    500.000000  .605204,.661788,.671395,.137845,.768050,.618682,.182405,.678834,.168704,.409394,.692282,.184810,.096397,.137256,.862700,.395572,.373633,.643167,.707880,.342729,.238306,.202282,.751906,.289823,.060350,.297260,.054910,.866343,.631026,.649436,.074141,.085282,.334516,.214015,.946609,.655134,.834598,.082029,.660056,.565230,.813732,.397676,.740510,.752443,.311350,.852582,.352602,.189829,.455813,.855739,.401948,.543057,.165958,.247903,.510256,.873439,.888286,.417552,.789899,.840215,.500600,.582262,.069042,.389278,.592574,.397842,.529593,.874004,.380020,.000096,.612999,.675061,.745694,.874889,.262096,.050384,.801313,.660417,.630650,.336468,.011167,.675450,.295903,.242835,.336059,.150446,.545760,.580782,.198789,.051468,.024364,.482472,.908140,.100690,.303800,.967203,.780055,.390292,.635448,.979134,.605204,.661788,
    1000     13.919636      0.194586  .510256,.873439,.373633,.643167,.500600,.582262,.888286,.417552,.768050,.618682,.660056,.565230,.612999,.675061,.401948,.543057,.380020,.000096,.168704,.409394,.262096,.050384,.074141,.085282,.096397,.137256,.692282,.184810,.707880,.342729,.740510,.752443,.862700,.395572,.630650,.336468,.946609,.655134,.311350,.852582,.054910,.866343,.545760,.580782,.751906,.289823,.813732,.397676,.780055,.390292,.631026,.649436,.789899,.840215,.745694,.874889,.182405,.678834,.011167,.675450,.060350,.297260,.198789,.051468,.908140,.100690,.834598,.082029,.671395,.137845,.336059,.150446,.352602,.189829,.334516,.214015,.295903,.242835,.238306,.202282,.165958,.247903,.605204,.661788,.801313,.660417,.592574,.397842,.069042,.389278,.024364,.482472,.303800,.967203,.455813,.855739,.529593,.874004,.635448,.979134,.510256,.873439,
    2000     14.903192      0.192647  .592574,.397842,.707880,.342729,.605204,.661788,.303800,.967203,.455813,.855739,.545760,.580782,.262096,.050384,.238306,.202282,.165958,.247903,.074141,.085282,.401948,.543057,.295903,.242835,.336059,.150446,.334516,.214015,.352602,.189829,.862700,.395572,.946609,.655134,.740510,.752443,.789899,.840215,.635448,.979134,.182405,.678834,.813732,.397676,.780055,.390292,.631026,.649436,.373633,.643167,.529593,.874004,.510256,.873439,.660056,.565230,.168704,.409394,.060350,.297260,.011167,.675450,.054910,.866343,.745694,.874889,.751906,.289823,.630650,.336468,.908140,.100690,.671395,.137845,.834598,.082029,.069042,.389278,.024364,.482472,.096397,.137256,.198789,.051468,.380020,.000096,.692282,.184810,.801313,.660417,.888286,.417552,.768050,.618682,.500600,.582262,.311350,.852582,.612999,.675061,.592574,.397842,
    3000     14.397498      0.190728  .311350,.852582,.182405,.678834,.295903,.242835,.352602,.189829,.096397,.137256,.198789,.051468,.238306,.202282,.630650,.336468,.336059,.150446,.334516,.214015,.165958,.247903,.262096,.050384,.074141,.085282,.069042,.389278,.862700,.395572,.888286,.417552,.605204,.661788,.768050,.618682,.801313,.660417,.740510,.752443,.745694,.874889,.529593,.874004,.510256,.873439,.635448,.979134,.789899,.840215,.631026,.649436,.455813,.855739,.780055,.390292,.834598,.082029,.813732,.397676,.612999,.675061,.707880,.342729,.592574,.397842,.060350,.297260,.011167,.675450,.024364,.482472,.401948,.543057,.500600,.582262,.168704,.409394,.751906,.289823,.908140,.100690,.692282,.184810,.380020,.000096,.671395,.137845,.946609,.655134,.054910,.866343,.303800,.967203,.545760,.580782,.660056,.565230,.373633,.643167,.311350,.852582,
    4000     16.568127      0.188828  .165958,.247903,.745694,.874889,.789899,.840215,.671395,.137845,.592574,.397842,.707880,.342729,.401948,.543057,.336059,.150446,.262096,.050384,.069042,.389278,.096397,.137256,.074141,.085282,.060350,.297260,.182405,.678834,.801313,.660417,.545760,.580782,.888286,.417552,.862700,.395572,.529593,.874004,.303800,.967203,.635448,.979134,.455813,.855739,.295903,.242835,.692282,.184810,.751906,.289823,.740510,.752443,.946609,.655134,.612999,.675061,.768050,.618682,.605204,.661788,.660056,.565230,.834598,.082029,.908140,.100690,.380020,.000096,.238306,.202282,.198789,.051468,.813732,.397676,.630650,.336468,.780055,.390292,.334516,.214015,.352602,.189829,.168704,.409394,.011167,.675450,.500600,.582262,.311350,.852582,.054910,.866343,.373633,.643167,.024364,.482472,.510256,.873439,.631026,.649436,.165958,.247903,
    5000     18.019603      0.186946  .692282,.184810,.529593,.874004,.946609,.655134,.780055,.390292,.671395,.137845,.768050,.618682,.745694,.874889,.612999,.675061,.801313,.660417,.813732,.397676,.908140,.100690,.834598,.082029,.262096,.050384,.295903,.242835,.888286,.417552,.630650,.336468,.631026,.649436,.401948,.543057,.500600,.582262,.054910,.866343,.510256,.873439,.789899,.840215,.635448,.979134,.455813,.855739,.096397,.137256,.751906,.289823,.336059,.150446,.182405,.678834,.605204,.661788,.740510,.752443,.198789,.051468,.352602,.189829,.334516,.214015,.238306,.202282,.165958,.247903,.024364,.482472,.303800,.967203,.311350,.852582,.660056,.565230,.545760,.580782,.373633,.643167,.060350,.297260,.074141,.085282,.707880,.342729,.862700,.395572,.168704,.409394,.380020,.000096,.069042,.389278,.011167,.675450,.592574,.397842,.692282,.184810,
    6000     14.457488      0.185084  .238306,.202282,.096397,.137256,.074141,.085282,.165958,.247903,.198789,.051468,.311350,.852582,.529593,.874004,.888286,.417552,.631026,.649436,.401948,.543057,.500600,.582262,.660056,.565230,.740510,.752443,.789899,.840215,.612999,.675061,.605204,.661788,.352602,.189829,.336059,.150446,.813732,.397676,.946609,.655134,.745694,.874889,.510256,.873439,.455813,.855739,.751906,.289823,.592574,.397842,.630650,.336468,.862700,.395572,.768050,.618682,.780055,.390292,.692282,.184810,.801313,.660417,.635448,.979134,.545760,.580782,.334516,.214015,.011167,.675450,.182405,.678834,.054910,.866343,.303800,.967203,.373633,.643167,.024364,.482472,.380020,.000096,.908140,.100690,.671395,.137845,.834598,.082029,.707880,.342729,.069042,.389278,.060350,.297260,.168704,.409394,.262096,.050384,.295903,.242835,.238306,.202282,
    7000     14.514275      0.183239  .336059,.150446,.262096,.050384,.069042,.389278,.024364,.482472,.238306,.202282,.182405,.678834,.401948,.543057,.545760,.580782,.500600,.582262,.529593,.874004,.740510,.752443,.605204,.661788,.373633,.643167,.631026,.649436,.592574,.397842,.888286,.417552,.813732,.397676,.862700,.395572,.946609,.655134,.745694,.874889,.789899,.840215,.311350,.852582,.801313,.660417,.768050,.618682,.510256,.873439,.635448,.979134,.455813,.855739,.612999,.675061,.630650,.336468,.834598,.082029,.908140,.100690,.671395,.137845,.295903,.242835,.060350,.297260,.380020,.000096,.054910,.866343,.011167,.675450,.334516,.214015,.096397,.137256,.165958,.247903,.198789,.051468,.168704,.409394,.751906,.289823,.692282,.184810,.780055,.390292,.707880,.342729,.303800,.967203,.660056,.565230,.074141,.085282,.352602,.189829,.336059,.150446,
    8000     14.766642      0.181414  .024364,.482472,.862700,.395572,.182405,.678834,.054910,.866343,.303800,.967203,.311350,.852582,.401948,.543057,.380020,.000096,.262096,.050384,.545760,.580782,.455813,.855739,.529593,.874004,.510256,.873439,.789899,.840215,.888286,.417552,.707880,.342729,.780055,.390292,.612999,.675061,.768050,.618682,.740510,.752443,.801313,.660417,.500600,.582262,.631026,.649436,.660056,.565230,.671395,.137845,.946609,.655134,.605204,.661788,.373633,.643167,.745694,.874889,.635448,.979134,.069042,.389278,.165958,.247903,.238306,.202282,.352602,.189829,.295903,.242835,.834598,.082029,.692282,.184810,.334516,.214015,.096397,.137256,.074141,.085282,.198789,.051468,.630650,.336468,.592574,.397842,.908140,.100690,.813732,.397676,.751906,.289823,.168704,.409394,.060350,.297260,.336059,.150446,.011167,.675450,.024364,.482472,
    9000     15.818830      0.179606  .165958,.247903,.671395,.137845,.630650,.336468,.168704,.409394,.311350,.852582,.455813,.855739,.529593,.874004,.745694,.874889,.780055,.390292,.751906,.289823,.401948,.543057,.888286,.417552,.631026,.649436,.768050,.618682,.592574,.397842,.612999,.675061,.908140,.100690,.834598,.082029,.946609,.655134,.801313,.660417,.605204,.661788,.635448,.979134,.373633,.643167,.500600,.582262,.660056,.565230,.789899,.840215,.303800,.967203,.510256,.873439,.182405,.678834,.011167,.675450,.024364,.482472,.054910,.866343,.238306,.202282,.074141,.085282,.069042,.389278,.352602,.189829,.692282,.184810,.334516,.214015,.380020,.000096,.740510,.752443,.862700,.395572,.813732,.397676,.262096,.050384,.198789,.051468,.336059,.150446,.545760,.580782,.707880,.342729,.295903,.242835,.096397,.137256,.060350,.297260,.165958,.247903,
