Iteration #, Length, p, Path (x1,y1,x2,y2,...,x1,y1), iseed: 971841
       1     27.911973    500.000000  .605204,.661788,.671395,.137845,.768050,.618682,.182405,.678834,.168704,.409394,.692282,.184810,.096397,.137256,.862700,.395572,.373633,.643167,.707880,.342729,.238306,.202282,.751906,.289823,.060350,.297260,.054910,.866343,.631026,.649436,.074141,.085282,.334516,.214015,.946609,.655134,.834598,.082029,.660056,.565230,.813732,.397676,.740510,.752443,.311350,.852582,.352602,.189829,.455813,.855739,.401948,.543057,.165958,.247903,.510256,.873439,.888286,.417552,.789899,.840215,.500600,.582262,.069042,.389278,.592574,.397842,.529593,.874004,.380020,.000096,.612999,.675061,.745694,.874889,.262096,.050384,.801313,.660417,.630650,.336468,.011167,.675450,.295903,.242835,.336059,.150446,.545760,.580782,.198789,.051468,.024364,.482472,.908140,.100690,.303800,.967203,.780055,.390292,.635448,.979134,.605204,.661788,
    1000     17.266367      0.219502  .834598,.082029,.946609,.655134,.801313,.660417,.789899,.840215,.745694,.874889,.529593,.874004,.054910,.866343,.671395,.137845,.096397,.137256,.238306,.202282,.069042,.389278,.334516,.214015,.198789,.051468,.380020,.000096,.060350,.297260,.295903,.242835,.692282,.184810,.780055,.390292,.707880,.342729,.751906,.289823,.352602,.189829,.592574,.397842,.813732,.397676,.024364,.482472,.165958,.247903,.011167,.675450,.182405,.678834,.500600,.582262,.303800,.967203,.401948,.543057,.888286,.417552,.660056,.565230,.373633,.643167,.862700,.395572,.768050,.618682,.455813,.855739,.740510,.752443,.510256,.873439,.311350,.852582,.635448,.979134,.630650,.336468,.605204,.661788,.545760,.580782,.612999,.675061,.168704,.409394,.262096,.050384,.074141,.085282,.631026,.649436,.336059,.150446,.908140,.100690,.834598,.082029,
    2000     16.718228      0.217315  .789899,.840215,.768050,.618682,.612999,.675061,.054910,.866343,.011167,.675450,.500600,.582262,.529593,.874004,.745694,.874889,.631026,.649436,.198789,.051468,.096397,.137256,.352602,.189829,.334516,.214015,.238306,.202282,.380020,.000096,.336059,.150446,.262096,.050384,.401948,.543057,.373633,.643167,.834598,.082029,.780055,.390292,.605204,.661788,.888286,.417552,.692282,.184810,.074141,.085282,.455813,.855739,.660056,.565230,.510256,.873439,.635448,.979134,.946609,.655134,.801313,.660417,.592574,.397842,.630650,.336468,.060350,.297260,.862700,.395572,.740510,.752443,.295903,.242835,.908140,.100690,.707880,.342729,.751906,.289823,.813732,.397676,.671395,.137845,.165958,.247903,.168704,.409394,.069042,.389278,.024364,.482472,.545760,.580782,.182405,.678834,.311350,.852582,.303800,.967203,.789899,.840215,
    3000     14.335698      0.215149  .946609,.655134,.740510,.752443,.529593,.874004,.054910,.866343,.011167,.675450,.024364,.482472,.510256,.873439,.605204,.661788,.908140,.100690,.692282,.184810,.813732,.397676,.834598,.082029,.069042,.389278,.060350,.297260,.096397,.137256,.165958,.247903,.336059,.150446,.295903,.242835,.334516,.214015,.182405,.678834,.630650,.336468,.707880,.342729,.768050,.618682,.592574,.397842,.888286,.417552,.862700,.395572,.671395,.137845,.751906,.289823,.780055,.390292,.311350,.852582,.635448,.979134,.455813,.855739,.660056,.565230,.168704,.409394,.238306,.202282,.380020,.000096,.198789,.051468,.074141,.085282,.262096,.050384,.352602,.189829,.745694,.874889,.303800,.967203,.612999,.675061,.401948,.543057,.500600,.582262,.631026,.649436,.373633,.643167,.545760,.580782,.801313,.660417,.789899,.840215,.946609,.655134,
    4000     12.293313      0.213006  .336059,.150446,.605204,.661788,.529593,.874004,.745694,.874889,.789899,.840215,.612999,.675061,.768050,.618682,.631026,.649436,.510256,.873439,.303800,.967203,.311350,.852582,.592574,.397842,.545760,.580782,.500600,.582262,.373633,.643167,.455813,.855739,.888286,.417552,.908140,.100690,.834598,.082029,.751906,.289823,.780055,.390292,.630650,.336468,.946609,.655134,.813732,.397676,.692282,.184810,.862700,.395572,.635448,.979134,.334516,.214015,.198789,.051468,.238306,.202282,.168704,.409394,.069042,.389278,.060350,.297260,.262096,.050384,.380020,.000096,.352602,.189829,.096397,.137256,.074141,.085282,.165958,.247903,.295903,.242835,.024364,.482472,.011167,.675450,.054910,.866343,.182405,.678834,.401948,.543057,.660056,.565230,.740510,.752443,.801313,.660417,.707880,.342729,.671395,.137845,.336059,.150446,
    5000     15.610202      0.210883  .768050,.618682,.612999,.675061,.745694,.874889,.635448,.979134,.631026,.649436,.500600,.582262,.780055,.390292,.660056,.565230,.510256,.873439,.455813,.855739,.605204,.661788,.054910,.866343,.024364,.482472,.069042,.389278,.545760,.580782,.373633,.643167,.813732,.397676,.303800,.967203,.529593,.874004,.060350,.297260,.334516,.214015,.707880,.342729,.834598,.082029,.908140,.100690,.888286,.417552,.801313,.660417,.592574,.397842,.740510,.752443,.401948,.543057,.352602,.189829,.165958,.247903,.262096,.050384,.295903,.242835,.168704,.409394,.096397,.137256,.198789,.051468,.238306,.202282,.074141,.085282,.336059,.150446,.011167,.675450,.182405,.678834,.311350,.852582,.789899,.840215,.692282,.184810,.630650,.336468,.380020,.000096,.671395,.137845,.946609,.655134,.862700,.395572,.751906,.289823,.768050,.618682,
    6000     13.228429      0.208782  .789899,.840215,.500600,.582262,.605204,.661788,.740510,.752443,.311350,.852582,.455813,.855739,.401948,.543057,.545760,.580782,.510256,.873439,.054910,.866343,.303800,.967203,.011167,.675450,.182405,.678834,.692282,.184810,.660056,.565230,.635448,.979134,.024364,.482472,.380020,.000096,.060350,.297260,.096397,.137256,.074141,.085282,.336059,.150446,.908140,.100690,.834598,.082029,.592574,.397842,.813732,.397676,.631026,.649436,.612999,.675061,.529593,.874004,.373633,.643167,.168704,.409394,.295903,.242835,.069042,.389278,.165958,.247903,.262096,.050384,.198789,.051468,.334516,.214015,.352602,.189829,.238306,.202282,.630650,.336468,.671395,.137845,.751906,.289823,.780055,.390292,.862700,.395572,.768050,.618682,.707880,.342729,.888286,.417552,.946609,.655134,.801313,.660417,.745694,.874889,.789899,.840215,
    7000     15.554938      0.206702  .789899,.840215,.529593,.874004,.605204,.661788,.295903,.242835,.401948,.543057,.740510,.752443,.635448,.979134,.510256,.873439,.500600,.582262,.631026,.649436,.745694,.874889,.946609,.655134,.801313,.660417,.707880,.342729,.373633,.643167,.780055,.390292,.165958,.247903,.024364,.482472,.011167,.675450,.054910,.866343,.352602,.189829,.834598,.082029,.888286,.417552,.660056,.565230,.612999,.675061,.311350,.852582,.262096,.050384,.545760,.580782,.198789,.051468,.336059,.150446,.303800,.967203,.182405,.678834,.455813,.855739,.168704,.409394,.060350,.297260,.069042,.389278,.334516,.214015,.238306,.202282,.096397,.137256,.074141,.085282,.380020,.000096,.671395,.137845,.692282,.184810,.751906,.289823,.862700,.395572,.908140,.100690,.813732,.397676,.630650,.336468,.592574,.397842,.768050,.618682,.789899,.840215,
    8000     13.886623      0.204642  .789899,.840215,.801313,.660417,.946609,.655134,.529593,.874004,.612999,.675061,.660056,.565230,.545760,.580782,.631026,.649436,.605204,.661788,.751906,.289823,.671395,.137845,.373633,.643167,.888286,.417552,.813732,.397676,.069042,.389278,.168704,.409394,.024364,.482472,.060350,.297260,.303800,.967203,.011167,.675450,.401948,.543057,.592574,.397842,.768050,.618682,.740510,.752443,.745694,.874889,.054910,.866343,.182405,.678834,.311350,.852582,.455813,.855739,.780055,.390292,.336059,.150446,.074141,.085282,.262096,.050384,.198789,.051468,.096397,.137256,.238306,.202282,.380020,.000096,.352602,.189829,.908140,.100690,.862700,.395572,.692282,.184810,.834598,.082029,.707880,.342729,.334516,.214015,.295903,.242835,.165958,.247903,.630650,.336468,.500600,.582262,.510256,.873439,.635448,.979134,.789899,.840215,
    9000     13.630035      0.202603  .182405,.678834,.069042,.389278,.311350,.852582,.054910,.866343,.612999,.675061,.631026,.649436,.801313,.660417,.768050,.618682,.660056,.565230,.500600,.582262,.605204,.661788,.780055,.390292,.862700,.395572,.813732,.397676,.946609,.655134,.745694,.874889,.303800,.967203,.373633,.643167,.671395,.137845,.336059,.150446,.262096,.050384,.334516,.214015,.238306,.202282,.529593,.874004,.510256,.873439,.455813,.855739,.545760,.580782,.789899,.840215,.635448,.979134,.751906,.289823,.692282,.184810,.630650,.336468,.295903,.242835,.096397,.137256,.074141,.085282,.165958,.247903,.352602,.189829,.380020,.000096,.198789,.051468,.401948,.543057,.888286,.417552,.908140,.100690,.834598,.082029,.740510,.752443,.592574,.397842,.707880,.342729,.060350,.297260,.024364,.482472,.168704,.409394,.011167,.675450,.182405,.678834,
